company_name,company_rating,industry,size,type,years_old,location
M2P Solutions,3.9,Financial Services,201-500 Employees,,,Chennai
Amber Enterprises India,3.9,Consumer Electronics & Appliances,1k-5k Employees,Public,34,Chennai
AIS Glass Solutions,3.8,Building Material,51-200 Employees,,40,Chennai
Magal Engg Tech,3.5,Industrial Machinery,51-200 Employees,,18,Chennai
Harita Fehrer,4.0,Auto Components,51-200 Employees,,14,Chennai
T P F Software,3.8,IT Services & Consulting,51-200 Employees,,,Chennai
Metayb,3.5,IT Services & Consulting,51-200 Employees,,2,Chennai
LMES Academy,4.4,Education & Training,51-200 Employees,,10,Chennai
Vidal Health Insurance,4.0,Insurance,201-500 Employees,,,Chennai
Kontact Consortium India,4.0,,51-200 Employees (Global),,,Chennai
L&T Buildings & Factories,4.3,Engineering & Construction,5k-10k Employees,,,Mumbai
Bijlipay,3.6,Financial Services,51-200 Employees,,12,Mumbai
MARG,3.2,Real Estate,5k-10k Employees (Global),Public,30,Chennai
Sevika Tech,3.8,IT Services & Consulting,51-200 Employees,,7,Chennai
American Axle & Manufacturing,4.4,Auto Components,501-1k Employees,,30,Mumbai
Microland,3.6,IT Services & Consulting,1k-5k Employees,Public,35,Mumbai
Tamil Nadu Electricity Board,4.3,Power,5k-10k Employees (Global),State,67,Chennai
Bridge & Roof Co,3.6,Engineering & Construction,1k-5k Employees,Central,104,Mumbai
Techminds Group,4.3,IT Services & Consulting,51-200 Employees,,17,Chennai
Tafe Motors & Tractors,4.0,Automobile,1k-5k Employees,,,Chennai
Apollo Health and Lifestyle,4.3,Healthcare,501-1k Employees,,22,Chennai
Birth Marque,4.9,,,,,Chennai
Exaltica Solutions,3.4,,,,,Chennai
RSoft Technologies,4.5,IT Services & Consulting,11-50 Employees,,10,Chennai
Aristocrat IT Solutions,2.5,IT Services & Consulting,51-200 Employees,,16,Chennai
Edubridge Learning,4.1,EdTech,501-1k Employees,,15,Chennai
SELLinALL,4.2,Software Product,51-200 Employees,,9,Chennai
Hotfoot Technology Solutions,3.6,Internet,51-200 Employees,Startup,8,Chennai
Dvara KGFS,4.1,NBFC,1k-5k Employees,,16,Chennai
Johoku Manufacturing,4.2,Auto Components,,,12,Chennai
Kuwy Digital Lender,3.8,Internet,51-200 Employees,Startup,7,Chennai
Mahindra Rural Housing Finance,4.1,NBFC,10k-50k Employees,Public,17,Chennai
CMK Projects,3.3,Legal,51-200 Employees,,,Chennai
Dusters Total Solutions Services,4.0,Facility Management Services,10k-50k Employees,,30,Chennai
Thilash Services,3.3,,,,,Chennai
STT Global Data Centres India,4.3,IT Services & Consulting,201-500 Employees,,20,Chennai
Greenlam Industries,4.2,Building Material,1k-5k Employees,Public,11,Chennai
GVS Infotech,4.5,,11-50 Employees,,,Chennai
ABABIL HEALTHCARE,3.6,Medical Equipment,51-200 Employees,,,Chennai
TRIGO Group,2.9,Auto Components,11-50 Employees,,27,Chennai
Pine Labs,3.7,FinTech,1k-5k Employees,Indian Unicorn,26,Chennai
Central Leather Research Institute,4.3,Education & Training,201-500 Employees,,76,Chennai
MK TRON Autoparts,3.8,,201-500 Employees,,,Chennai
WIL Car Wheels,4.2,,501-1k Employees,,7,Chennai
Ultramarine & Pigments,3.8,Chemicals / Agri Inputs,201-500 Employees,,64,Chennai
Navin Housing Properties,4.4,Real Estate,51-200 Employees,,,Chennai
KCG College of Technology,3.7,Education & Training,51-200 Employees,,,Chennai
Avary Technology,3.5,,,,,Chennai
Regenix Drugs,3.9,,51-200 Employees,,,Chennai
GoBumpr,3.9,Internet,51-200 Employees (Global),Startup,9,Chennai
East Coast Constructions And Industries,3.5,Engineering & Construction,11-50 Employees,,62,Chennai
GI Technology,3.0,FinTech,51-200 Employees,,,Chennai
Stanadyne Amalgamations,4.0,Automobile,1k-5k Employees (Global),,148,Chennai
Gamma Process Hub,3.7,BPO,51-200 Employees,,8,Chennai
Magic Crate,2.8,Education & Training,51-200 Employees,Startup,10,Chennai
E2 INFOSYSTEMS,3.8,IT Services & Consulting,11-50 Employees (Global),,12,Chennai
First Engineering,3.3,Industrial Machinery,51-200 Employees,,45,Chennai
Vanan Online Services,3.7,Broadcasting,51-200 Employees,,13,Chennai
Maven Marketing,4.2,Management Consulting,1-10 Employees,,11,Chennai
Inthree Access,3.9,Internet,51-200 Employees,Startup,11,Chennai
Next Sphere Technologies,3.9,IT Services & Consulting,51-200 Employees,,18,Chennai
Nohitatu Technologies,4.1,IT Services & Consulting,11-50 Employees,,21,Chennai
Avant Garde Engineers and Consultants pvt.ltd,3.7,Engineering & Construction,11-50 Employees,,34,Chennai
Fresa Technologies,4.8,IT Services & Consulting,51-200 Employees,,12,Chennai
Espros Technology Consultants,4.5,,,,,Chennai
Nettyfish Solutions,4.2,IT Services & Consulting,51-200 Employees,,,Chennai
Ion Exchange India,3.9,Waste Management,1k-5k Employees,Public,60,Chennai
CareEdge Ratings,2.9,Financial Services,501-1k Employees,Public,31,Chennai
Groupe Lactalis,3.5,,50k-1 Lakh Employees (Global),,91,Chennai
Frontier Business Systems,3.7,IT Services & Consulting,501-1k Employees,,30,Chennai
Sysvine Technologies,4.2,IT Services & Consulting,51-200 Employees,,24,Chennai
MothersonSumi INfotech & Designs,3.3,IT Services & Consulting,1k-5k Employees,,24,Chennai
Ashiana Housing,4.1,Real Estate,501-1k Employees,Public,45,Chennai
Notion Press Media,3.2,Internet,51-200 Employees,Startup,12,Chennai
Jbm Auto Components,4.1,Auto Components,10k-50k Employees (Global),,41,Chennai
Imarticus Learning,4.2,EdTech,501-1k Employees,Startup,12,Chennai
Phoenix Marketcity,3.8,Retail,51-200 Employees,,13,Chennai
Craftsman Automation,4.0,Industrial Machinery,1k-5k Employees,,38,Chennai
Elait It Technologies Services,4.7,,51-200 Employees,,,Chennai
Interlace India,4.4,IT Services & Consulting,51-200 Employees,,17,Chennai
Vels University,3.3,Education & Training,501-1k Employees,,32,Chennai
Midas Safety,3.6,Retail,51-200 Employees,,45,Chennai
Wiz Freight,3.1,Logistics,,,,Chennai
United Techno Info Systems,4.2,IT Services & Consulting,51-200 Employees,,20,Chennai
4A Design & Engineering,4.1,,11-50 Employees (Global),,,Chennai
Silres Energy Solutions,4.2,Power,201-500 Employees (Global),,22,Chennai
Ignitho Technologies,4.0,IT Services & Consulting,51-200 Employees,,8,Chennai
Decathlon,4.0,Retail,1k-5k Employees,,48,Chennai
Feathers - A Radha Hotel,4.3,Hospitality,51-200 Employees,,,Chennai
Progressive Infotech,3.5,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,26,Chennai
Roop Polymers,4.1,Auto Components,1k-5k Employees,Public,51,Chennai
ARCIS e Services,3.6,BPO,201-500 Employees,,37,Chennai
Canon,4.2,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,87,Chennai
Sandhar Technologies,3.9,Auto Components,1k-5k Employees,Public,37,Chennai
Rajsriya Automotive Industries,3.4,Auto Components,501-1k Employees,,47,Chennai
V.Ships,4.1,Ports & Shipping,51-200 Employees,,40,Chennai
CSC,4.2,,,,,Chennai
Samsung Engineering,4.2,Engineering & Construction,1k-5k Employees,,18,Chennai
OLX,3.8,Internet,1k-5k Employees,,18,Chennai
Mahindra Lifespace Developers,4.1,Real Estate,201-500 Employees,Public,30,Chennai
Burger King,4.0,Hospitality,5k-10k Employees,,10,Chennai
Inventaa Led Lights,4.2,,,,,Chennai
Calibraint,3.8,IT Services & Consulting,51-200 Employees,,9,Chennai
Accsource Knowledge Process Outsourcing,3.4,,201-500 Employees,,,Chennai
Amazon Services,4.2,,,,,Chennai
Decision Minds,3.6,IT Services & Consulting,51-200 Employees,,,Chennai
The Waterbase,3.8,FMCG,201-500 Employees,Public,37,Chennai
Ceequence Technologies,4.5,BPO,51-200 Employees,,22,Chennai
Hanil Automotive,4.0,,201-500 Employees,,,Chennai
Dellner,3.5,,51-200 Employees,,,Chennai
Lead Hr Services,3.6,,51-200 Employees,,,Chennai
QSpiders,3.7,Education & Training,1k-5k Employees,,21,Chennai
Chettinad Hospital And Research Institute,3.7,,,,,Chennai
Oriental Cuisines,4.4,Hospitality,1k-5k Employees,,30,Chennai
Nihon Technology,3.4,IT Services & Consulting,51-200 Employees,,17,Chennai
PHIFER INDIA,3.3,Building Material,11-50 Employees,,,Chennai
PhonePe,4.1,FinTech,5k-10k Employees,Indian Unicorn,9,Chennai
FR8,4.4,Internet,51-200 Employees (Global),Startup,8,Chennai
Accumed,3.6,,,,,Chennai
The Professional Couriers,3.9,Logistics,1k-5k Employees,,38,Chennai
German Express Shipping Agency,4.4,,51-200 Employees,,,Chennai
Disprz,3.5,Internet,201-500 Employees,Startup,9,Chennai
Centaur Billing,3.7,,201-500 Employees,,4,Chennai
YCH Logistics,4.1,Logistics,51-200 Employees,,69,Chennai
Repco Micro Finance,3.9,Financial Services,501-1k Employees,,17,Chennai
S2m Health Care,3.6,,,,,Chennai
Federal Soft Systems,4.3,IT Services & Consulting,201-500 Employees,,9,Chennai
Karthigeya Moulds Dies,4.1,,51-200 Employees,,39,Chennai
Cml Media Softwares,3.8,,1-10 Employees,,13,Chennai
Vizza Insurance Broking Services,4.2,Insurance,51-200 Employees,,11,Chennai
Pothys Swarna Mahal,4.9,,,,,Chennai
Consolidated Analytics,3.7,,,,,Chennai
Frontier Lifeline Hospital,3.6,Healthcare,,,,Chennai
C R Narayana Rao Architects,4.4,,201-500 Employees,,,Chennai
Bajaj Auto,3.9,Automobile,5k-10k Employees,Public,79,Chennai
Hella,4.1,Auto Components,1k-5k Employees,,125,Chennai
ReNew,4.3,Power,1k-5k Employees,,13,Chennai
Info Edge,4.0,Internet,5k-10k Employees,Public,29,Chennai
Miles Education - CPA & CMA Review (Hyderabad),4.1,EdTech,501-1k Employees,,13,Chennai
The Velammal International School,4.0,Education & Training,11-50 Employees,,20,Chennai
Saggezza,3.5,IT Services & Consulting,201-500 Employees,,19,Chennai
DEP,3.1,Automobile,51-200 Employees,,23,Chennai
AntWorks,3.2,Software Product,51-200 Employees,Startup,9,Chennai
Ravel Electronics,3.4,Consumer Electronics & Appliances,51-200 Employees,,21,Chennai
Shardlow India,3.5,Industrial Automation,201-500 Employees,Public,64,Chennai
Entrust Software Solutions,2.9,Software Product,1-10 Employees (Global),,,Chennai
Cube 45 eCommerce Services,4.1,,51-200 Employees,,,Chennai
PETRONASH ENGINEERING SERVICES,3.7,Industrial Machinery,11-50 Employees,,,Chennai
Techno Kryon,4.6,Healthcare,11-50 Employees,,10,Chennai
Thincle Soft Technologies,3.6,,201-500 Employees,,13,Chennai
Pando,4.0,Internet,201-500 Employees,Startup,8,Chennai
Maestro Steel Detailing,4.3,Iron & Steel,201-500 Employees,,,Chennai
Tekclan Software Solutions,4.5,Software Product,,,6,Chennai
Agility GIL Shared Services,4.3,Logistics,,,,Chennai
Buyersroad India,4.9,,,,,Chennai
Novartis,4.1,Pharma,1k-5k Employees,,28,Chennai
Henkel,4.1,Chemicals,501-1k Employees,Forbes Global 2000,59,Chennai
Tata Steel Downstream Products,4.0,Iron & Steel,501-1k Employees,,27,Chennai
Ingersoll Rand,4.3,Industrial Machinery,501-1k Employees,Public,52,Chennai
Kellogg,4.3,FMCG,1k-5k Employees,Forbes Global 2000,118,Chennai
Inlogic Technologies,3.7,IT Services & Consulting,51-200 Employees,,24,Chennai
Arihant Maxsell Technologies,4.6,,51-200 Employees,,,Chennai
Kelly Services,4.3,Recruitment,201-500 Employees,,78,Chennai
ITW India,4.2,Industrial Machinery,10k-50k Employees (Global),,112,Chennai
Stradegi Solutions,4.0,,,,,Chennai
FCm Travel Solutions,3.5,Travel & Tourism,501-1k Employees,,38,Chennai
Logic Information Systems,4.3,IT Services & Consulting,201-500 Employees,,27,Chennai
Kg Foundations,4.2,Real Estate,51-200 Employees,,19,Chennai
Ionixx Technologies,3.9,IT Services & Consulting,201-500 Employees,,11,Chennai
Angel One,3.9,FinTech,1k-5k Employees,,,Chennai
Alfanar,4.4,Electronics Manufacturing,201-500 Employees,,48,Chennai
Kansai Nerolac Paints,3.9,Chemicals,1k-5k Employees,Public,104,Chennai
Shalimar Paints,3.9,Chemicals,1k-5k Employees,Public,122,Chennai
Refex Energy,3.1,Power,201-500 Employees,,16,Chennai
Telliant Systems,3.3,IT Services & Consulting,51-200 Employees,,14,Chennai
Kadamba Technologies,4.5,Sports & Recreation,11-50 Employees,,18,Chennai
Sapphire Foods India,4.0,Retail,5k-10k Employees,,9,Chennai
Galore Networks,2.5,IT Services & Consulting,51-200 Employees,,19,Chennai
SIS Prosegur Holdings,3.7,Law Enforcement & Security,10k-50k Employees,,29,Chennai
Checktronix,3.2,IT Services & Consulting,201-500 Employees,,22,Chennai
Quest Retail Private Limited,4.5,Retail,501-1k Employees,,19,Chennai
Hinduja Housing Finance,3.9,NBFC,1k-5k Employees,,9,Chennai
Google,4.4,Internet,10k-50k Employees,,29,Chennai
Rajalakshmi cars,4.0,Automobile,51-200 Employees,,13,Chennai
Grab A Grub Services,3.9,Logistics,51-200 Employees,,11,Chennai
Mahesh Value Products,4.2,Financial Services,51-200 Employees,,,Chennai
Agira Technologies,3.9,IT Services & Consulting,51-200 Employees,,9,Chennai
Secure Value,3.4,IT Services & Consulting,10k-50k Employees,,22,Chennai
Indostar Capital Finance,4.5,NBFC,1k-5k Employees,Public,13,Chennai
Archetype Group,4.0,Engineering & Construction,51-200 Employees,,22,Chennai
Sundaram Industries,3.8,Auto Components,1k-5k Employees,,81,Chennai
SIP Academy,4.4,Education & Training,51-200 Employees,,21,Chennai
TI Clean Mobility,3.8,,,,,Chennai
Ktv Health Food,3.9,Food Processing,1k-5k Employees,,22,Chennai
Panasonic Life Solutions India,4.1,Consumer Electronics & Appliances,10k-50k Employees,,52,Chennai
Southern Petrochemical Industries Corporation,3.6,Agro Chemicals,1k-5k Employees,Public,55,Chennai
Trineva Infra Projects,3.7,Engineering & Construction,51-200 Employees,,,Chennai
Torrent Gas,3.2,Oil & Gas,501-1k Employees,,65,Chennai
HYUNDAI TRANSYS INDIA,4.0,Auto Components,201-500 Employees,,,Chennai
William Hare,3.8,Engineering & Construction,51-200 Employees,,79,Chennai
Jumbotail Technologies,3.7,Retail,201-500 Employees,Startup,9,Chennai
Ciklum,3.4,IT Services & Consulting,51-200 Employees,,,Chennai
TechAffinity,3.8,IT Services & Consulting,201-500 Employees,,24,Chennai
SPS Construction & Engineering Works,4.5,Engineering & Construction,1k-5k Employees,,34,Chennai
Saravana Stores,4.5,Retail,201-500 Employees,,55,Chennai
Isgec Heavy Engineering,3.9,Industrial Machinery,1k-5k Employees,Public,91,Chennai
Perpetuuiti Technosoft Services,3.9,IT Services & Consulting,51-200 Employees,,13,Chennai
Pmi Global Technologies,4.0,Industrial Machinery,51-200 Employees,,10,Chennai
Prabha Auto Products,4.1,Auto Components,201-500 Employees (Global),,43,Chennai
Borgwarner Cooling Systems,4.7,,51-200 Employees,,,Chennai
BSCPL Infrastructure,3.7,Engineering & Construction,1k-5k Employees,,52,Chennai
Srinar Electronics,3.5,Electronics Manufacturing,11-50 Employees,,34,Chennai
Sans Pareil IT Services,1.1,IT Services & Consulting,201-500 Employees (Global),,20,Chennai
gvr infra projects,4.0,,,,,Chennai
Par Biosciences,4.1,,,,12,Chennai
Novotel Chennai Sipcot,4.2,Hospitality,51-200 Employees,,,Chennai
Power It Services,2.9,IT Services & Consulting,51-200 Employees (Global),,12,Chennai
Prateek Technosoft,3.2,,,,,Chennai
RuhRPumpen India,3.8,,201-500 Employees,,,Chennai
BNR Infrastructure Projects,3.4,Real Estate,51-200 Employees,,,Chennai
DEEJOS Architects & Constructions,5.0,Architecture & Interior Design,201-500 Employees,,16,Bangalore / Bengaluru
Bizdata Technologies,3.9,,51-200 Employees (Global),,22,Chennai
Trikaal Tech Enterprises,3.7,Design,51-200 Employees,,14,Chennai
Symantec Software Solutions,4.3,IT Services & Consulting,51-200 Employees,,,Pune
INTERLOG SERVICES,3.2,,51-200 Employees (Global),,,Chennai
P A Footwear,3.3,,51-200 Employees,,,Chennai
Enoia Babcock Borsig,3.4,Engineering & Construction,51-200 Employees,,24,Chennai
Unique Measurement Service,3.3,Auto Components,51-200 Employees (Global),,9,Chennai
Deckzi Solutions Private Limited,4.7,Design,11-50 Employees,Startup,6,Chennai
Algobrains Technologies,4.5,,1k-5k Employees,,,Chennai
BONbLOC,2.5,IT Services & Consulting,51-200 Employees,,,Chennai
Pantaloons,4.2,Fashion & Textile,5k-10k Employees,Public,27,Chennai
O Clock Software,4.5,IT Services & Consulting,51-200 Employees,,15,Chennai
AGS Transact Technologies,3.5,FinTech,1k-5k Employees,,22,Chennai
Tata BlueScope Steel,3.8,Iron & Steel,501-1k Employees,,22,Chennai
TTK Prestige,4.0,Consumer Electronics & Appliances,1k-5k Employees,Public,69,Chennai
British Council,3.8,Education & Training,1k-5k Employees,,90,Chennai
Kamai Elevators,3.4,Industrial Machinery,51-200 Employees,,10,Chennai
BlackBuck,3.9,Internet,1k-5k Employees,Indian Unicorn,9,Chennai
Roop Automotives,4.4,Auto Components,201-500 Employees,,34,Chennai
GainInsights Solutions,3.7,IT Services & Consulting,51-200 Employees,,12,Chennai
Aachi Groups Of Companies,3.7,Food Processing,501-1k Employees,,29,Chennai
Poonawalla Fincorp,3.9,NBFC,1k-5k Employees,Public,36,Chennai
Urbaser Sumeet,3.9,,,,,Chennai
GAMMON INDIA,3.8,Engineering & Construction,11-50 Employees,Public,102,Chennai
Quality Austria Central Asia,3.5,Other,201-500 Employees,,14,Chennai
Apollo Proton Cancer Centre,4.0,Healthcare,,,,Chennai
Refex Industries,4.2,Power,1k-5k Employees (Global),Public,22,Chennai
Envirotech Services,4.0,Financial Services,51-200 Employees (Global),,,Chennai
Vivo,4.1,Consumer Electronics & Appliances,5k-10k Employees,Conglomerate,15,Chennai
Aosta Software Technologies,3.5,IT Services & Consulting,51-200 Employees,,25,Coimbatore
Accel IT Services,3.7,IT Services & Consulting,501-1k Employees,,33,Chennai
Ecofil Technologies,4.5,,201-500 Employees,,,Chennai
Urmilla Enterprises,3.9,Industrial Machinery,51-200 Employees (Global),,28,Chennai
Vivo,4.1,Consumer Electronics & Appliances,5k-10k Employees,Conglomerate,15,Gurgaon/Gurugram
SMC,3.9,Medical Equipment,201-500 Employees,Forbes Global 2000,36,Noblesville
Aarvee Associates,4.0,Engineering & Construction,1k-5k Employees,,35,Hyderabad/Secunderabad
TCI Express,3.9,Logistics,1k-5k Employees,Public,28,Gurugram
Youngshin Automotive,3.4,Auto Components,201-500 Employees,,,Sriperumbudur
Photon Technologies,2.7,IT Services & Consulting,51-200 Employees (Global),,,Chennai
Momentive Performance Materials,4.2,Chemicals,201-500 Employees,,84,California
Riya Travel,3.7,Travel & Tourism,1k-5k Employees,,44,Mumbai
LEAD School,3.3,EdTech,1k-5k Employees,Indian Unicorn,11,Mumbai
Emerio Technologies,3.1,IT Services & Consulting,51-200 Employees,,27,Ubi Tech Park
BlackBuck,3.9,Internet,1k-5k Employees,Indian Unicorn,9,Bangalore
GainInsights Solutions,3.7,IT Services & Consulting,51-200 Employees,,12,Bengaluru
GAMMON INDIA,3.8,Engineering & Construction,11-50 Employees,Public,102,Mumbai
Poonawalla Fincorp,3.9,NBFC,1k-5k Employees,Public,36,Mumbai
Roop Automotives,4.4,Auto Components,201-500 Employees,,34,Gurgaon/Gurugram
Tabtree,3.6,,11-50 Employees,,,Chennai
Secova Eservices,4.2,Management Consulting,201-500 Employees (Global),,35,Chennai
Paulsons Beauty And Fashion,3.8,Beauty & Personal Care,,,,Chennai
Vendasta Technology (India) Private Limited,4.2,Software Product,201-500 Employees,,1,Chennai
Dunzo,3.5,Internet,1k-5k Employees,Startup,10,Chennai
AARGEE STAFFING SERVICES,3.9,Recruitment,1k-5k Employees (Global),,22,Chennai
SRS Infoway,3.8,Recruitment,51-200 Employees,,11,Chennai
Aosta Software Technologies,3.5,IT Services & Consulting,51-200 Employees,,25,Chennai
Eos,3.2,BPO,501-1k Employees,,27,Chennai
Tmte Metal Tech,3.8,Metals & Mining,,,,Chennai
Skylark HR Solutions,4.1,Recruitment,51-200 Employees,,11,Chennai
Green Park Hotels,4.2,Hospitality,1k-5k Employees,,33,Chennai
Kamachi Industries,3.7,,,,,Chennai
Suntara Cosmetics,3.8,Beauty & Personal Care,201-500 Employees,,21,Chennai
ThinkPalm Technologies,4.3,IT Services & Consulting,201-500 Employees,,14,Chennai
White House,4.2,Government,1k-5k Employees,,62,Chennai
Maya Appliances,4.1,Consumer Electronics & Appliances,51-200 Employees,,,Chennai
